3866,3445,3815,3199,2,0,0,1.625,0.108898,0.891102,151
3848,5689,4773,5593,2,1,1,1.83333,0.47843,1.47843,134764183
2414,2837,3439,3510,1,0,0,2.52083,0.175228,1.17523,16777216
1233,1800,1744,1643,1,0,0,2.625,0.459854,1.45985,16777216
1673,2202,2250,2086,0,0,0,2.54167,0.316198,1.3162,16777216
339,961,886,887,0,1,0,2.5,1.83481,2.83481,16777216
434,999,773,825,0,0,0,2.29167,1.30184,2.30184,134774445
268,933,707,763,0,1,1,1.89583,2.48134,3.48134,134774445
918,1314,1540,1314,2,1,1,1.58333,0.431373,1.43137,134720759
3123,2765,3103,3223,2,0,0,2.20833,0.114633,0.885367,134774445
2203,2442,2386,2386,2,1,0,2.22917,0.108488,1.10849,-1073764148
318,884,771,827,0,1,0,2.20833,1.77987,2.77987,16778176
1250,1759,1646,1702,0,1,1,1.20833,0.4072,1.4072,134764183
2381,2882,2855,3044,0,0,0,1.70312,0.210416,1.21042,134720759
2088,2465,2465,2465,0,1,1,1.53125,0.180556,1.18056,134890016
4251,4760,4760,4793,7,0,0,2.22917,0.119737,1.11974,134774445
942,1370,1314,1370,5,1,0,2.3125,0.454352,1.45435,16777216
1312,1693,1578,1578,4,1,0,1.72917,0.290396,1.2904,134774445
1568,2004,1964,2041,0,1,1,0.84375,0.278061,1.27806,134764183
1369,1796,1814,1788,1,1,1,1.23958,0.311907,1.31191,134811840
2133,1948,2177,2338,0,1,1,1.59375,0.0867323,0.913268,16778224
3679,4019,4189,3962,1,1,1,1.53125,0.0924164,1.09242,134774445
3429,3825,3887,3923,2,1,1,1.46875,0.115486,1.11549,16778176
981,1377,1490,1547,2,1,0,1.26042,0.40367,1.40367,134774445
3703,2848,3423,3503,1,1,0,1.125,0.230894,0.769106,134774445
1055,1564,1395,1395,1,0,0,1.85938,0.482464,1.48246,134764183
1120,1347,1290,1629,1,1,0,1.59375,0.202679,1.20268,134774445
4323,4006,4832,3958,1,1,1,2.16667,0.0733287,0.926671,16778176
7401,4861,7145,5787,1,1,0,1.875,0.343197,0.656803,16777216
895,1465,1521,1519,2,1,1,1.28125,0.636872,1.63687,16778176
15825,11295,9133,9059,0,1,1,1.40625,0.286256,0.713744,16777216
742,1194,1081,1081,4,1,0,1.97917,0.609164,1.60916,-1073764148
1505,1888,1794,1713,1,0,0,1.73958,0.254485,1.25449,134764183
621,1470,894,904,2,0,0,2.10417,1.36715,2.36715,134774445
1136,1561,1448,1694,0,0,0,1.92708,0.37412,1.37412,134774445
1080,1744,1518,1574,6,1,0,1.29167,0.614815,1.61481,134774445
1390,1868,1828,1884,6,1,0,1.25,0.343885,1.34388,134764183
1341,1731,1787,1787,2,0,0,2.19792,0.290828,1.29083,134774445
1250,2116,1982,2103,2,1,0,1.92708,0.6928,1.6928,16778176
1446,2104,1941,1946,0,0,0,1.35417,0.455048,1.45505,134764183
2497,3050,3050,3050,6,1,0,1.34375,0.221466,1.22147,134764183
1642,2427,1915,1915,1,1,0,1.44792,0.478076,1.47808,134774445
2519,3028,2897,2897,0,1,0,1.26042,0.202064,1.20206,134774445
2154,3262,2380,2380,0,1,0,1.075,0.514392,1.51439,134764183
511,1479,1091,1051,1,1,0,2.17188,1.89432,2.89432,134774445
978,1723,1487,1274,1,1,0,2.03125,0.761759,1.76176,16777216
1388,1753,1940,1953,1,0,0,2.07292,0.262968,1.26297,134774445
1055,1590,1585,1635,0,1,1,2.02083,0.507109,1.50711,134774445
7036,3304,6138,7454,2,0,0,2.38542,0.530415,0.469585,134774445
772,1112,1225,1112,2,0,0,2,0.440415,1.44041,-1073764148
1012,1455,1568,1455,7,1,0,1.25,0.437747,1.43775,134774445
745,1310,1254,1150,0,1,0,1.08333,0.758389,1.75839,134764183
1321,2235,1604,1548,0,1,0,1.3125,0.6919,1.6919,134764183
1125,1521,1634,1465,0,0,0,1.14583,0.352,1.352,134764183
1727,1897,1784,1727,0,1,0,1.125,0.0984366,1.09844,134764183
2356,2386,2952,2752,1,1,0,1.575,0.0127334,1.01273,16778176
501,728,445,407,0,1,0,2.10938,0.453094,1.45309,134774445
1072,1694,1499,1442,2,0,0,2.07292,0.580224,1.58022,134774445
943,1395,1282,1273,0,1,0,1.8125,0.479321,1.47932,134774445
3174,3532,3513,3456,0,0,0,1.64583,0.112791,1.11279,134764183
1196,1681,1625,1589,1,0,0,2.33333,0.405518,1.40552,16778176
2946,3342,3228,3172,1,0,0,1.6875,0.13442,1.13442,134774445
10241,9578,10919,9451,2,1,0,1.48958,0.0647398,0.93526,134774445
976,1532,1476,1419,0,1,0,1.125,0.569672,1.56967,16778176
