601,1054,1054,997,0,1,0,0.625,0.753744,1.75374,0
1054,1589,1450,1450,0,1,1,0.625,0.50759,1.50759,0
700,1209,1153,1153,0,0,0,0.625,0.727143,1.72714,0
3866,3445,3815,3199,5,1,0,0.625,0.108898,0.891102,0
1768,2292,2774,2582,0,1,1,0.833333,0.29638,1.29638,0
2801,2902,3867,3810,0,0,0,0.833333,0.0360586,1.03606,0
1573,1852,2052,1838,2,1,1,0.833333,0.177368,1.17737,1
3848,5689,4773,5593,1,1,1,0.833333,0.47843,1.47843,1
8329,7269,7095,6925,1,0,0,1.52083,0.127266,0.872734,0
2916,3351,3969,4229,2,0,0,1.52083,0.149177,1.14918,1
2145,2921,3172,2575,5,1,1,1.52083,0.361772,1.36177,1
2414,2837,3439,3510,0,1,1,1.52083,0.175228,1.17523,1
3863,4576,4698,4614,1,0,0,1.625,0.184572,1.18457,1
2679,3339,3282,3282,0,1,1,1.625,0.246361,1.24636,1
8052,8122,7801,7879,2,1,1,1.625,0.00869349,1.00869,1
1233,1800,1744,1643,1,1,1,1.625,0.459854,1.45985,1
711,1260,1245,1256,2,0,0,1.54167,0.772152,1.77215,1
6093,6351,6294,6520,0,0,0,1.54167,0.0423437,1.04234,1
1865,2498,2414,2611,7,1,0,1.54167,0.33941,1.33941,1
1673,2202,2250,2086,7,1,1,1.54167,0.316198,1.3162,1
1189,1801,1660,1717,0,1,0,1.5,0.514718,1.51472,1
1722,2216,2301,2301,6,1,0,1.5,0.286876,1.28688,1
791,1429,1244,1373,0,1,0,1.5,0.806574,1.80657,0
339,961,886,887,0,0,0,1.5,1.83481,2.83481,0
1199,1884,1549,1549,1,0,0,1.29167,0.571309,1.57131,1
440,1050,824,881,0,1,1,1.29167,1.38636,2.38636,0
1527,2224,2055,2055,0,1,1,1.29167,0.456451,1.45645,0
434,999,773,825,0,1,1,1.29167,1.30184,2.30184,0
933,1583,1357,1413,0,1,1,0.895833,0.696677,1.69668,0
2334,2889,2678,2833,0,1,1,0.895833,0.237789,1.23779,0
360,1025,991,1005,0,1,1,0.895833,1.84722,2.84722,0
268,933,707,763,0,1,1,0.895833,2.48134,3.48134,0
713,1380,1172,1159,0,1,1,0.583333,0.935484,1.93548,0
3548,2623,2396,3247,1,1,1,0.583333,0.26071,0.73929,1
571,1204,978,1034,0,1,1,0.583333,1.10858,2.10858,0
2572,3151,2968,2968,2,0,0,1.20833,0.225117,1.22512,0
5799,5673,6961,7417,5,0,0,1.20833,0.0217279,0.978272,0
7332,7671,7784,7841,1,0,0,1.20833,0.0462357,1.04624,0
3123,2765,3103,3223,2,0,0,1.20833,0.114633,0.885367,1
4368,4708,4462,5013,1,1,0,1.22917,0.0778388,1.07784,1
4551,3847,4324,4857,1,0,0,1.22917,0.154691,0.845309,1
3293,3667,4431,3673,0,0,0,1.22917,0.113574,1.11357,1
2203,2442,2386,2386,0,1,1,1.22917,0.108488,1.10849,1
684,1324,1136,1136,0,1,0,1.20833,0.935673,1.93567,0
745,1334,1198,1198,0,1,1,1.20833,0.790604,1.7906,0
1578,2144,2031,2087,0,1,0,1.20833,0.358682,1.35868,0
318,884,771,827,0,1,1,1.20833,1.77987,2.77987,0
