@relation relation

@attribute RDcost_MSM numeric
@attribute RDcost_2Nx2N numeric
@attribute RDcost_2NxN numeric
@attribute RDcost_Nx2N numeric
@attribute part {0,1,2,3,4,5,6,7}
@attribute MergeFlag {0,1}
@attribute SkipMergeFlag {0,1}
@attribute med_med numeric
@attribute neighDepth_diff numeric
@attribute SplitQuadtree {0,1}

@data
1875,2237,2097,2327,0,0,0,1.5,-0.5,0
1801,2345,2197,2310,0,0,0,1.5,-0.5,0
678,1313,1166,1222,2,1,0,1.5,-0.5,0
1138,1591,1473,1647,2,0,0,1.5,-0.5,0
1068,1108,1164,1164,0,0,0,1.5,-0.5,0
1338,2730,1647,1747,0,1,0,1.5,-0.5,0
1564,1960,2956,2992,0,1,0,1.5,-0.5,0
1289,1412,1469,1469,0,1,0,1.5,-0.5,0
1136,1503,1616,1598,0,0,0,1.5,-0.5,0
2355,2232,2773,2910,0,0,0,1.5,-0.5,0
1192,1644,1757,1757,0,0,0,1.5,-0.5,0
2627,2484,3027,2247,0,0,0,1.39583,-0.604167,0
2481,2253,2293,2604,0,0,0,1.39583,-0.604167,0
745,923,1036,1099,1,0,0,1.39583,-0.604167,0
1058,1500,1294,1539,0,1,0,1.39583,-0.604167,0
2267,2377,2835,2446,6,1,0,1.39583,-0.604167,0
2539,2098,2588,3191,0,1,0,1.39583,-0.604167,1
3852,2438,2294,2919,0,0,0,1.39583,-0.604167,0
1176,1243,1472,1356,5,0,0,1.39583,-0.604167,0
1103,1216,1391,1641,0,1,0,1.39583,-0.604167,0
948,1858,1601,1601,0,1,0,1.39583,-0.604167,0
895,3188,2490,2612,6,1,0,1.39583,-0.604167,0
2280,2574,3117,3073,0,1,0,1.39583,-0.604167,0
985,1611,1221,1221,0,1,0,1.39583,-0.604167,0
989,1650,1269,1848,0,1,0,1.39583,-0.604167,0
4207,1456,1839,1705,0,0,0,1.4375,-0.5625,0
3488,2796,3027,2829,0,1,0,1.4375,-0.5625,0
2238,2505,2709,2845,0,0,0,1.4375,-0.5625,0
1456,1513,1626,1682,0,1,0,1.4375,-0.5625,0
3723,2807,3804,3314,0,1,0,1.4375,-0.5625,0
2624,2737,2850,3020,1,0,0,1.4,-0.6,1
1315,1541,1692,1598,5,0,0,1.4,-0.6,0
2125,2189,2951,2856,0,0,0,1.36458,-0.635417,1
2600,2770,2883,2883,0,0,0,1.36458,-0.635417,0
3347,3611,4162,4148,0,0,0,1.36458,-0.635417,0
1829,1999,2205,2112,0,1,0,1.36458,-0.635417,0
1558,1886,1928,2154,4,1,0,1.5625,-0.4375,0
1115,1908,1398,1624,0,1,0,1.5625,-0.4375,0
848,1470,1469,1695,1,0,0,1.5625,-0.4375,0
1340,1607,1962,1953,0,1,0,1.5625,-0.4375,0
1268,1494,1721,1551,0,0,0,1.5625,-0.4375,0
784,1180,1350,1456,0,0,0,1.5625,-0.4375,0
1249,1500,1557,1557,0,1,0,1.5625,-0.4375,0
1253,1529,1585,1585,0,1,0,1.5625,-0.4375,0
1108,1665,1843,1843,0,1,0,1.5625,-0.4375,0
1637,1961,3246,1919,0,1,0,1.5625,-0.4375,0
1334,1374,1611,1617,0,0,0,1.5625,-0.4375,0
868,1490,1547,1604,0,1,0,1.5625,-0.4375,0
974,1596,1652,1652,0,1,1,1.5625,-0.4375,0
886,1564,1621,1621,0,1,0,1.5625,-0.4375,0
783,1461,1461,1518,0,1,0,1.5625,-0.4375,0
598,1183,1239,1216,0,1,1,1.60417,-0.395833,0
872,1769,1897,1897,0,1,1,1.60417,-0.395833,1
473,1049,1162,1162,0,1,1,1.60417,-0.395833,0
1227,1648,1849,1906,0,1,1,1.60417,-0.395833,0
2995,2551,3833,3203,0,0,0,1.60417,-0.395833,0
2195,2640,2534,2292,0,1,0,1.60417,-0.395833,0
972,1481,1538,1763,4,1,0,1.60417,-0.395833,0
700,1524,1580,1952,0,1,1,1.60417,-0.395833,0
847,1469,1525,1525,0,1,0,1.60417,-0.395833,0
882,1471,1504,1561,0,1,1,1.60417,-0.395833,0
888,1566,1623,1623,0,1,1,1.60417,-0.395833,0
2830,2373,2686,3387,0,0,0,1.25,-0.75,0
1369,1482,1709,1822,0,1,0,1.25,-0.75,0
2097,2085,2515,2502,0,1,0,1.25,-0.75,0
3525,2814,3411,2879,0,1,0,1.25,-0.75,0
2237,1798,2237,2423,0,1,0,1.25,-0.75,0
3761,3573,3876,4087,0,1,0,1.33333,-0.666667,0
2023,2589,2316,2382,0,1,0,1.33333,-0.666667,0
2277,2636,2503,2786,5,0,0,1.33333,-0.666667,0
2103,2710,2654,2993,1,0,0,1.33333,-0.666667,0
2666,3684,2894,3011,0,1,0,1.33333,-0.666667,0
3187,2897,3527,3414,0,1,0,1.33333,-0.666667,0
2807,3564,3090,3090,0,0,0,1.33333,-0.666667,0
1863,2429,2485,2712,0,0,0,1.33333,-0.666667,0
801,1536,1703,1593,0,1,0,1.33333,-0.666667,0
665,1400,1400,1457,0,1,1,1.33333,-0.666667,0
968,1703,1646,1703,0,1,1,1.33333,-0.666667,0
780,1524,1515,1572,0,1,1,1.33333,-0.666667,0
867,1433,1489,1716,0,1,1,1.25,-0.75,0
535,1270,1270,1327,0,1,1,1.25,-0.75,0
1529,2416,3787,3515,0,1,0,1.25,-0.75,0
2447,2124,3140,2715,1,1,0,1.25,-0.75,0
492,1132,1132,1188,0,1,1,1.25,-0.75,0
513,1164,1164,1221,0,1,1,1.25,-0.75,0
689,1424,1424,1424,0,1,1,1.25,-0.75,0
549,1284,1465,1284,0,1,1,1.25,-0.75,0
1120,1683,1676,1599,0,1,1,1.25,-0.75,0
1070,1748,1748,1805,0,1,1,1.25,-0.75,0
789,1553,1553,1553,0,1,1,1.25,-0.75,0
1129,1955,1759,2121,0,1,1,1.25,-0.75,0
730,1651,1651,1651,0,1,1,1.25,-0.75,0
576,1188,1188,1245,0,1,1,1.25,-0.75,0
1613,2178,2391,2424,0,1,0,1.47917,-0.520833,0
1837,2511,3096,3246,0,1,1,1.47917,-0.520833,0
496,1409,1409,1409,0,1,1,1.47917,-0.520833,0
962,1748,1805,1805,0,1,1,1.47917,-0.520833,0
3206,3433,2962,3716,5,0,0,1.47917,-0.520833,0
1282,1557,1882,1882,0,1,0,1.47917,-0.520833,0
791,1300,1357,1679,0,0,0,1.47917,-0.520833,0
653,1404,1291,1347,0,0,0,1.47917,-0.520833,0
914,1800,1650,1649,0,1,0,1.47917,-0.520833,0
490,1092,1148,1148,0,1,0,1.47917,-0.520833,0
652,1271,1327,1327,0,1,1,1.47917,-0.520833,0
1020,1624,1586,1812,0,1,0,1.47917,-0.520833,0
674,1418,1362,1645,0,1,1,1.47917,-0.520833,0
839,1518,1461,1744,0,1,1,1.47917,-0.520833,0
1128,1714,1806,1806,0,1,1,1.47917,-0.520833,0
3513,4396,4342,4942,0,1,0,1.33333,-0.666667,0
1694,1866,1753,2093,0,0,0,1.33333,-0.666667,0
879,1550,1693,1550,0,1,1,1.33333,-0.666667,0
781,1484,1409,1541,0,1,1,1.33333,-0.666667,0
1123,2028,2124,2180,0,1,1,1.33333,-0.666667,0
1309,1880,1880,1750,0,1,1,1.33333,-0.666667,0
580,1252,1252,1311,0,1,1,1.33333,-0.666667,0
551,1342,1285,1342,0,1,1,1.33333,-0.666667,0
495,1159,1102,1143,0,1,1,1.33333,-0.666667,0
712,1407,1351,1407,0,1,1,1.33333,-0.666667,0
460,1164,1201,1201,0,1,1,1.33333,-0.666667,0
511,1245,1188,1188,0,1,1,1.33333,-0.666667,0
678,1309,1253,1309,0,1,1,1.33333,-0.666667,0
745,1429,1373,1429,0,1,1,1.33333,-0.666667,0
554,1254,1198,1198,0,1,1,1.33333,-0.666667,0
791,1446,1408,1408,0,1,1,1.33333,-0.666667,0
1112,1864,2148,2062,0,1,0,1.33333,-0.666667,0
1382,2343,2192,2248,0,1,0,1.33333,-0.666667,0
579,1514,1428,1428,0,1,1,1.33333,-0.666667,0
2002,2455,2342,2342,0,1,0,1.33333,-0.666667,0
1863,2540,2652,2543,0,1,0,1.33333,-0.666667,0
478,1391,1241,1524,0,0,0,1.33333,-0.666667,0
861,1459,1742,1403,4,1,0,1.33333,-0.666667,0
586,1267,1154,1154,0,1,1,1.33333,-0.666667,0
608,1296,1183,1183,0,1,1,1.33333,-0.666667,0
604,1315,1202,1258,0,1,1,1.33333,-0.666667,0
673,1487,1389,1410,0,1,1,1.33333,-0.666667,0
694,1409,1296,1429,0,1,1,1.33333,-0.666667,0
628,1519,1406,1462,0,1,1,1.33333,-0.666667,0
908,1534,1478,1478,0,1,1,1.33333,-0.666667,0
768,1714,1623,1680,0,1,1,1.33333,-0.666667,0
1760,2454,2341,2341,1,0,0,1.14583,-0.854167,0
967,1816,2728,2728,0,1,1,1.14583,-0.854167,0
618,1449,1239,1222,4,1,0,1.14583,-0.854167,0
706,1500,1275,1330,0,1,1,1.14583,-0.854167,0
1365,1883,2187,2637,5,1,0,1.14583,-0.854167,0
851,2076,1907,1963,0,1,1,1.14583,-0.854167,0
743,1365,1353,1139,7,0,0,1.14583,-0.854167,0
381,946,946,946,0,1,1,1.14583,-0.854167,0
678,1260,1244,1506,0,1,0,1.14583,-0.854167,0
587,1265,1152,1209,0,1,1,1.14583,-0.854167,0
1355,2033,1864,1920,0,1,1,1.14583,-0.854167,0
869,1417,1265,1322,0,1,0,1.14583,-0.854167,0
586,1271,1158,1215,0,1,1,1.14583,-0.854167,0
328,1016,903,960,0,1,1,1.14583,-0.854167,0
702,1663,1784,1784,0,1,1,1.14583,-0.854167,0
1063,1807,1693,1693,0,1,1,1.14583,-0.854167,0
756,1789,1580,1637,1,1,0,0.708333,-1.29167,0
883,1559,1741,1502,0,1,1,0.708333,-1.29167,0
1216,1952,1800,1746,6,1,0,0.708333,-1.29167,0
679,1301,1188,1188,0,1,1,0.708333,-1.29167,0
621,1243,1130,1186,0,1,1,0.708333,-1.29167,0
1368,1962,2050,2370,0,1,1,0.708333,-1.29167,0
1011,1689,1576,1576,0,1,1,0.708333,-1.29167,0
653,1399,1174,1229,0,1,1,0.708333,-1.29167,0
558,1314,1135,1114,0,1,1,0.708333,-1.29167,0
616,1294,1125,1181,0,1,1,0.708333,-1.29167,0
838,1526,1357,1357,0,1,1,0.708333,-1.29167,0
939,1625,1410,1436,0,1,1,0.708333,-1.29167,0
564,1186,1073,1146,0,1,1,0.708333,-1.29167,0
843,1409,1296,1296,0,1,1,0.708333,-1.29167,0
551,1338,1139,1121,0,1,1,0.708333,-1.29167,0
659,1359,1246,1246,0,1,1,0.708333,-1.29167,0
2306,3136,3526,3526,0,1,0,1,-1,0
1487,2454,2129,2129,0,1,0,1,-1,0
749,1301,1132,1132,0,1,0,1,-1,0
942,1599,1767,1429,2,0,0,1,-1,0
2391,2734,2621,3396,0,1,0,1,-1,0
1164,1900,1765,1673,0,0,0,1,-1,0
583,1431,1402,1402,1,0,0,1,-1,0
865,1538,1386,1358,0,0,0,1,-1,0
925,1561,1448,1448,0,1,1,1,-1,0
742,1395,1282,1338,0,1,1,1,-1,0
845,1477,1364,1364,0,1,1,1,-1,0
889,1452,1339,1339,0,1,1,1,-1,0
414,1021,908,964,0,1,1,1,-1,0
856,1476,1363,1419,0,1,1,1,-1,0
731,1260,1203,1203,0,1,1,1,-1,0
747,1323,1266,1266,0,1,1,1,-1,0
1849,2471,2358,2414,0,0,0,1.14583,-0.854167,0
1365,2008,2118,2099,0,1,1,1.14583,-0.854167,0
847,2260,1312,1312,0,1,1,1.14583,-0.854167,0
1292,1945,1832,1832,0,1,1,1.14583,-0.854167,0
1965,2320,2466,2466,0,0,0,1.14583,-0.854167,0
1068,1545,1363,1488,2,1,0,1.14583,-0.854167,0
1169,1514,1401,1401,0,1,1,1.14583,-0.854167,0
667,1821,2113,2277,0,1,1,1.14583,-0.854167,0
388,1147,1034,1034,0,1,1,1.14583,-0.854167,0
473,1088,975,975,0,1,1,1.14583,-0.854167,0
533,1172,1059,1059,0,1,1,1.14583,-0.854167,0
946,1461,1331,1331,0,1,1,1.14583,-0.854167,0
526,1135,1022,1022,0,1,1,1.14583,-0.854167,0
879,1435,1322,1555,0,1,1,1.14583,-0.854167,0
1358,1378,1305,1305,0,0,0,1.14583,-0.854167,0
685,1250,1194,1194,0,1,1,1.14583,-0.854167,0
1170,1598,1666,1485,0,1,0,1.22917,-0.770833,0
881,1535,1478,1450,0,0,0,1.22917,-0.770833,0
990,2446,2053,2204,0,1,1,1.22917,-0.770833,0
942,1990,1657,1757,0,1,1,1.22917,-0.770833,0
1109,1900,1787,1787,0,0,0,1.22917,-0.770833,0
1521,2352,1767,2352,0,0,0,1.22917,-0.770833,0
1471,2563,2118,2157,0,1,1,1.22917,-0.770833,0
2619,3128,2724,2906,5,1,0,1.22917,-0.770833,0
829,1798,1713,1713,0,1,1,1.22917,-0.770833,0
678,1223,1166,1166,0,1,1,1.22917,-0.770833,0
664,1211,1139,1107,0,1,1,1.22917,-0.770833,0
672,1860,1596,1596,0,1,1,1.22917,-0.770833,0
632,1212,1081,1081,0,1,1,1.22917,-0.770833,0
482,1079,1023,1062,0,1,0,1.22917,-0.770833,0
857,1475,1475,1475,0,1,1,1.22917,-0.770833,0
583,1213,1156,1156,0,1,1,1.22917,-0.770833,0
973,1661,1605,1605,0,1,0,1.08333,-0.916667,0
950,1459,1346,1346,0,1,1,1.08333,-0.916667,0
1287,1926,2094,2037,2,1,0,1.08333,-0.916667,0
1794,2643,3198,2713,0,1,1,1.08333,-0.916667,0
1086,1931,2440,2193,1,0,0,1.08333,-0.916667,0
932,1441,1441,1497,0,1,0,1.08333,-0.916667,0
1489,2595,3409,2970,0,0,0,1.08333,-0.916667,0
1609,2232,2190,1759,7,1,0,1.08333,-0.916667,0
1015,1512,1456,1625,0,1,1,1.08333,-0.916667,0
982,1402,1488,1756,0,0,0,1.08333,-0.916667,0
679,1295,1244,1244,0,1,1,1.08333,-0.916667,0
3714,3155,3378,3323,0,1,0,1.08333,-0.916667,0
891,1456,1456,1456,0,1,1,1.08333,-0.916667,0
877,1442,1442,1442,0,1,1,1.08333,-0.916667,0
2311,2416,3085,2815,1,1,0,1.08333,-0.916667,0
2675,3832,3368,3368,0,0,0,1.08333,-0.916667,0
865,1484,1541,1484,0,1,1,1.04167,-0.958333,0
1013,1573,1527,1686,1,0,0,1.04167,-0.958333,0
947,1595,1595,1595,0,1,0,1.04167,-0.958333,0
1197,1424,1480,1480,0,0,0,1.04167,-0.958333,0
1418,1983,1983,1983,0,0,0,1.04167,-0.958333,0
1769,1960,1903,1903,0,0,0,1.04167,-0.958333,0
1147,2059,1812,1928,0,0,0,1.04167,-0.958333,0
938,1729,1503,1621,0,1,1,1.04167,-0.958333,0
787,1301,1324,1333,0,1,0,1.04167,-0.958333,0
647,1212,1302,1269,0,1,1,1.04167,-0.958333,0
1603,1980,2100,2263,5,1,0,1.04167,-0.958333,0
1700,2370,3275,2653,0,1,0,1.04167,-0.958333,0
749,1329,1329,1389,0,1,1,1.04167,-0.958333,0
656,1212,1212,1212,0,1,1,1.04167,-0.958333,0
712,1428,1827,1800,0,1,1,1.04167,-0.958333,0
526,1180,1189,1180,0,1,1,1.04167,-0.958333,0
1532,1702,1645,1645,0,1,0,1.125,-0.875,0
1258,1541,1598,1598,0,0,0,1.125,-0.875,0
1355,1695,1808,1808,0,0,0,1.125,-0.875,0
1403,2076,2189,2189,7,1,0,1.125,-0.875,0
1497,2157,2214,2157,0,1,1,1.125,-0.875,0
1231,1927,2045,2585,0,1,1,1.125,-0.875,0
1198,1869,1925,1925,0,1,1,1.125,-0.875,0
1276,2124,2464,2464,0,1,1,1.125,-0.875,0
607,1116,1172,1172,0,1,1,1.125,-0.875,0
607,1135,1248,1191,0,1,1,1.125,-0.875,0
764,1422,1393,1315,0,1,1,1.125,-0.875,0
855,1445,1728,1502,0,1,1,1.125,-0.875,0
493,1011,1067,1067,0,1,1,1.125,-0.875,0
597,1239,1222,1222,0,1,1,1.125,-0.875,0
693,1191,1248,1248,0,1,1,1.125,-0.875,0
559,1020,1133,1076,0,1,1,1.125,-0.875,0
1574,1996,2142,2222,0,0,0,1.04167,-0.958333,0
1408,1788,2023,2229,0,1,1,1.04167,-0.958333,0
1086,1637,1750,1750,0,1,1,1.04167,-0.958333,0
819,1469,1525,1469,0,1,1,1.04167,-0.958333,0
1366,1933,1958,1989,0,1,1,1.04167,-0.958333,0
1964,2221,2334,2334,0,0,0,1.04167,-0.958333,0
1095,1703,1799,1799,0,1,1,1.04167,-0.958333,0
2086,2041,2102,1989,2,0,0,1.04167,-0.958333,0
622,1140,1253,1197,0,1,1,1.04167,-0.958333,0
640,1082,1139,1260,0,1,1,1.04167,-0.958333,0
698,1153,1266,1209,0,1,0,1.04167,-0.958333,0
677,1356,1737,1681,0,1,1,1.04167,-0.958333,0
1162,1764,1657,1764,0,1,1,1.04167,-0.958333,0
612,1008,1065,1008,0,1,1,1.04167,-0.958333,0
563,1352,1633,1471,0,1,1,1.04167,-0.958333,0
413,886,943,943,0,1,1,1.04167,-0.958333,0
2000,2340,2396,2396,0,0,0,1.16667,-0.833333,0
1361,1960,2362,2618,0,1,1,1.16667,-0.833333,0
1234,1930,2197,2197,0,1,1,1.16667,-0.833333,0
1862,2137,2510,2510,5,0,0,1.16667,-0.833333,0
1932,2524,2720,2531,0,1,1,1.16667,-0.833333,0
2715,2221,2188,2132,0,0,0,1.16667,-0.833333,0
2393,2709,2717,3308,0,1,1,1.16667,-0.833333,0
782,1391,1855,1811,1,0,0,1.16667,-0.833333,0
688,1207,1263,1461,0,1,1,1.16667,-0.833333,0
659,1354,1352,1352,0,1,1,1.16667,-0.833333,0
966,1664,1323,1323,0,1,1,1.16667,-0.833333,0
481,1099,1155,1099,0,1,1,1.16667,-0.833333,0
492,1080,1039,1023,0,1,1,1.16667,-0.833333,0
490,1049,1049,1020,5,0,0,1.16667,-0.833333,0
447,1403,1115,1115,0,1,1,1.16667,-0.833333,0
536,1124,1068,1068,0,1,1,1.16667,-0.833333,0
1143,2018,1595,1595,0,1,1,1.30208,-0.697917,0
672,1976,1181,1124,0,1,1,1.30208,-0.697917,0
651,1082,1047,972,0,1,0,1.30208,-0.697917,0
481,993,993,1162,0,1,0,1.30208,-0.697917,0
631,1253,1198,1422,0,1,1,1.30208,-0.697917,0
1322,1789,1903,2108,0,1,1,1.30208,-0.697917,0
944,1340,1284,1292,0,1,0,1.30208,-0.697917,0
1075,1269,1435,1213,0,0,0,1.30208,-0.697917,0
648,1213,1157,1100,0,1,0,1.30208,-0.697917,0
667,1180,1281,1101,0,0,0,1.30208,-0.697917,0
662,1227,1171,1171,0,1,1,1.30208,-0.697917,0
409,974,918,1087,0,1,1,1.30208,-0.697917,0
577,1120,1030,1030,0,1,1,1.30208,-0.697917,0
728,1293,1237,1237,0,1,1,1.30208,-0.697917,0
479,1045,932,932,0,1,1,1.30208,-0.697917,0
435,1057,944,944,0,1,1,1.30208,-0.697917,0
987,1386,1273,1499,0,1,1,1.73958,-0.260417,0
823,1429,1306,1316,0,1,1,1.73958,-0.260417,0
1012,1373,1451,1370,0,1,1,1.73958,-0.260417,0
668,1177,1120,1120,0,0,0,1.73958,-0.260417,0
806,1371,1258,1258,0,1,1,1.73958,-0.260417,0
533,1081,968,968,0,1,1,1.73958,-0.260417,0
1296,1710,1597,1597,0,1,1,1.73958,-0.260417,0
1013,1887,2041,2053,0,0,0,1.73958,-0.260417,0
687,1479,2012,1955,0,1,1,1.73958,-0.260417,0
753,1602,1608,1608,0,1,1,1.73958,-0.260417,0
533,1042,1042,1101,0,1,0,1.73958,-0.260417,0
1220,1877,2113,2176,0,1,0,1.73958,-0.260417,0
802,1367,1311,1254,0,1,0,1.73958,-0.260417,0
560,1125,1012,1012,0,1,0,1.73958,-0.260417,0
927,1285,1172,1172,0,1,0,1.73958,-0.260417,0
741,1060,1024,1024,0,1,0,1.73958,-0.260417,0
545,1282,1066,1099,0,1,1,1.76042,-0.239583,0
420,990,1054,983,0,1,1,1.76042,-0.239583,0
2269,2780,3230,3747,0,0,0,1.76042,-0.239583,0
2093,2675,2469,2469,0,1,0,1.76042,-0.239583,0
668,1154,1041,1041,0,1,0,1.76042,-0.239583,0
1819,2383,2660,3481,4,1,0,1.76042,-0.239583,0
1340,2086,1916,1916,0,1,0,1.76042,-0.239583,0
700,1153,1153,1153,0,1,1,1.76042,-0.239583,0
1164,1596,1900,2137,0,1,0,1.76042,-0.239583,0
891,1643,1060,1060,0,1,0,1.76042,-0.239583,0
831,1071,1386,1014,0,1,0,1.76042,-0.239583,0
594,1330,1538,1651,0,1,1,1.76042,-0.239583,0
1296,1515,1937,1628,1,1,1,1.76042,-0.239583,1
561,1348,1308,1604,0,1,0,1.76042,-0.239583,0
540,1037,1012,1087,0,1,0,1.76042,-0.239583,0
677,1073,1101,1300,0,1,0,1.6875,-0.3125,0
633,1153,1153,1056,0,1,0,1.6875,-0.3125,0
2038,2265,2265,2208,0,1,0,1.6875,-0.3125,0
1322,1865,1492,1492,0,0,0,1.6875,-0.3125,0
577,1082,1026,1040,0,1,0,1.6875,-0.3125,0
569,1168,1093,1037,0,1,0,1.6875,-0.3125,0
2260,2211,2687,2589,0,0,0,1.6875,-0.3125,0
1803,2246,2029,2343,5,0,0,1.6875,-0.3125,0
1307,2035,1978,1978,0,1,0,1.6875,-0.3125,0
1465,1581,1541,1468,0,1,0,1.6875,-0.3125,0
720,1293,1237,1353,0,1,0,1.6875,-0.3125,0
1081,1509,1450,1661,0,1,0,1.6875,-0.3125,0
1743,1837,2047,2139,2,1,0,1.6875,-0.3125,0
1614,2186,2337,2073,0,1,0,1.6875,-0.3125,0
1020,1379,1606,1549,0,1,0,1.6875,-0.3125,0
917,1322,1209,1153,0,1,0,1.6875,-0.3125,0
387,904,904,882,0,0,0,1.47917,-0.520833,0
779,1084,1028,971,0,1,0,1.47917,-0.520833,0
1332,1769,1593,1713,0,1,0,1.47917,-0.520833,0
2075,2235,2235,2179,0,1,0,1.47917,-0.520833,0
936,1180,1119,1112,0,0,0,1.47917,-0.520833,0
755,1112,1112,1112,0,1,0,1.47917,-0.520833,0
1485,2531,1766,1606,0,0,0,1.47917,-0.520833,0
2113,2493,3192,2647,0,1,0,1.47917,-0.520833,0
1613,1842,2363,1786,0,1,0,1.47917,-0.520833,0
768,1064,1064,1008,0,1,0,1.47917,-0.520833,0
901,1094,1038,1038,0,1,0,1.47917,-0.520833,0
1719,2398,3089,2672,0,1,1,1.47917,-0.520833,0
2139,3029,2602,2546,0,1,0,1.47917,-0.520833,0
639,1258,1221,1164,0,1,0,1.47917,-0.520833,0
732,1482,940,883,0,1,0,1.47917,-0.520833,0
684,1009,981,922,0,1,0,1.51042,-0.489583,0
774,1299,1093,1017,0,0,0,1.51042,-0.489583,0
1931,2811,2951,3895,0,1,0,1.51042,-0.489583,0
2276,2078,3578,2361,0,0,0,1.51042,-0.489583,0
709,918,936,918,0,1,0,1.51042,-0.489583,0
926,1767,1864,1090,5,0,0,1.51042,-0.489583,0
1820,1934,2046,2367,0,0,0,1.51042,-0.489583,0
1858,2938,2385,2638,0,1,0,1.51042,-0.489583,0
1482,2388,3052,3146,0,0,0,1.51042,-0.489583,0
909,1730,1279,1222,0,1,0,1.51042,-0.489583,0
1020,1659,2139,1353,0,1,0,1.51042,-0.489583,0
1361,1701,1757,1889,0,1,0,1.51042,-0.489583,0
941,2080,1251,1194,0,1,0,1.51042,-0.489583,0
741,1779,1189,1268,0,1,1,1.51042,-0.489583,0
1064,1316,1429,1542,4,1,0,1.3375,-0.6625,0
4332,3396,3735,3775,2,0,0,1.3375,-0.6625,0
871,985,1098,1211,4,0,0,1.3375,-0.6625,0
1213,1367,1439,1383,0,1,0,1.3375,-0.6625,0
3062,1981,2532,2321,0,0,0,1.3375,-0.6625,0
1945,2058,2328,2284,0,0,0,1.3375,-0.6625,0
2416,2737,2663,2715,0,0,0,1.3375,-0.6625,0
1113,1597,1653,1653,0,1,0,1.3375,-0.6625,0
1111,1718,1349,1662,5,1,0,1.3375,-0.6625,0
1567,1737,2838,1737,0,1,0,1.3375,-0.6625,0
1915,1817,2086,2065,1,0,0,1,-1,0
948,1254,1311,1466,1,1,0,1,-1,0
2271,2225,2666,2565,0,0,0,1.58333,-0.416667,0
1730,2448,2352,2352,0,0,0,1.46875,-0.53125,0
2557,2761,2931,2931,0,1,0,1.46875,-0.53125,0
1156,1773,2061,2061,0,0,0,1.46875,-0.53125,0
1113,2118,2886,2848,0,0,0,1.46875,-0.53125,0
1291,1857,2083,2196,0,1,0,1.46875,-0.53125,0
858,1480,1650,1650,0,1,0,1.46875,-0.53125,0
824,1277,1446,1390,0,1,0,1.46875,-0.53125,0
3005,3175,3457,3288,0,0,0,1.46875,-0.53125,1
739,1361,1531,1531,0,1,1,1.46875,-0.53125,0
827,1505,1619,1619,0,1,1,1.46875,-0.53125,0
1221,1667,1861,1837,0,0,0,1.46875,-0.53125,0
1179,1632,1801,1915,0,0,0,1.61458,-0.385417,0
1023,1532,1759,1759,0,1,1,1.61458,-0.385417,0
1119,1684,1911,1996,0,1,1,1.61458,-0.385417,0
432,997,1224,1224,0,1,1,1.61458,-0.385417,0
1287,1909,2079,2079,0,1,1,1.61458,-0.385417,0
4497,4611,4837,4837,0,0,0,1.61458,-0.385417,1
1200,1765,1992,1992,0,1,1,1.61458,-0.385417,0
1004,1677,1852,1852,0,1,1,1.61458,-0.385417,0
808,1430,1656,1656,0,1,1,1.61458,-0.385417,0
959,1581,1751,1807,0,1,1,1.61458,-0.385417,0
714,1336,1562,1562,0,1,1,1.61458,-0.385417,0
1423,2337,2450,2507,0,1,1,1.61458,-0.385417,0
896,1542,1825,1825,0,1,1,1.61458,-0.385417,0
1814,1984,2266,2380,0,0,0,1.47917,-0.520833,0
1715,1828,2111,2224,0,0,0,1.47917,-0.520833,0
1750,1920,2090,2090,0,0,0,0.854167,-1.14583,0
1095,1690,1958,1435,0,0,0,0.854167,-1.14583,0
941,1627,1846,1846,0,1,0,0.989583,-1.01042,0
539,1217,1387,1387,0,1,1,0.989583,-1.01042,0
622,1414,1583,1583,0,1,1,0.989583,-1.01042,0
672,1464,1633,1633,0,1,0,0.989583,-1.01042,0
389,1124,1294,1294,0,1,1,0.989583,-1.01042,0
681,1359,1586,1586,0,1,1,0.989583,-1.01042,0
1258,1578,1908,1908,0,0,0,0.989583,-1.01042,0
700,1630,2118,1825,5,0,0,0.989583,-1.01042,0
1445,1812,1728,1784,0,0,0,0.989583,-1.01042,0
471,980,1149,1206,0,1,1,0.989583,-1.01042,0
491,1000,1226,1226,0,1,1,0.989583,-1.01042,0
1833,2117,2116,2173,6,1,0,0.989583,-1.01042,0
1447,1825,1968,1968,0,1,1,0.989583,-1.01042,0
653,1198,1367,1367,0,1,0,0.875,-1.125,0
1035,1374,1487,1487,0,0,0,0.875,-1.125,0
526,1006,1176,1176,0,1,1,0.875,-1.125,0
554,1058,1326,1330,0,1,1,0.875,-1.125,0
826,1343,1570,1456,0,1,1,0.875,-1.125,0
744,1189,1339,1339,0,1,1,0.875,-1.125,0
699,1333,1387,1387,0,1,1,0.875,-1.125,0
530,1081,1194,1194,0,1,1,0.875,-1.125,0
673,1238,1433,1408,0,1,1,0.875,-1.125,0
337,874,987,987,0,1,1,0.875,-1.125,0
980,1661,1774,1774,0,1,1,0.875,-1.125,0
851,1540,1643,1643,0,1,0,0.875,-1.125,0
559,1092,1368,1352,0,1,1,0.875,-1.125,0
1147,1470,1583,1583,0,1,0,0.875,-1.125,0
1102,1524,1637,1637,0,1,1,0.875,-1.125,0
605,1150,1263,1263,0,1,1,0.875,-1.125,0
569,1150,1433,1319,0,1,1,0.708333,-1.29167,0
