@relation relation

@attribute RDcost_MSM numeric
@attribute RDcost_2Nx2N numeric
@attribute RDcost_2NxN numeric
@attribute RDcost_Nx2N numeric
@attribute part {0,1,2,3,4,5,6,7}
@attribute MergeFlag {0,1}
@attribute SkipMergeFlag {0,1}
@attribute med_med numeric
@attribute neighDepth_diff numeric
@attribute SplitQuadtree {0,1}

@data
2414,2468,2411,2581,5,1,0,1.08333,-0.916667,0
2839,3476,3200,2788,5,0,0,1.08333,-0.916667,0
537,1320,1264,1207,0,1,1,1.08333,-0.916667,0
619,1612,1343,1343,0,1,1,1.08333,-0.916667,0
674,1284,1505,1505,0,1,1,1.08333,-0.916667,0
632,961,904,904,0,1,1,1.08333,-0.916667,0
1199,1690,1937,2106,0,1,1,1.08333,-0.916667,0
1413,2318,3624,3326,0,1,1,1.08333,-0.916667,0
510,1048,961,1105,6,0,0,1.08333,-0.916667,0
431,839,839,782,0,1,1,1.08333,-0.916667,0
671,1411,1926,1869,0,1,1,0.708333,-1.29167,0
2919,2975,3339,3088,0,1,0,0.708333,-1.29167,0
1285,1398,1503,1455,0,0,0,0.708333,-1.29167,0
1664,2242,1790,1765,0,0,0,0.708333,-1.29167,0
2018,2244,2583,2891,0,0,0,0.708333,-1.29167,0
928,1225,1193,1174,0,0,0,0.708333,-1.29167,0
653,1192,1192,1136,0,1,1,0.708333,-1.29167,0
3384,2952,3438,3258,5,1,0,0.708333,-1.29167,0
2325,2891,2891,2834,0,1,1,0.708333,-1.29167,0
681,1270,1214,1214,0,1,1,0.708333,-1.29167,0
670,1258,1258,1202,0,1,1,0.708333,-1.29167,0
1946,1469,1655,2229,0,0,0,0.708333,-1.29167,0
701,1115,1171,1152,6,1,0,0.708333,-1.29167,0
267,883,826,826,0,1,1,0.708333,-1.29167,0
459,941,941,885,0,1,1,0.708333,-1.29167,0
3120,3093,5037,3492,5,0,0,0.791667,-1.20833,0
4318,3823,4902,4652,0,0,0,0.791667,-1.20833,0
1754,1970,2526,2261,2,1,0,0.791667,-1.20833,0
1368,1634,1806,1941,0,0,0,0.791667,-1.20833,0
3057,3147,3557,3430,5,0,0,0.791667,-1.20833,0
4067,3043,3694,3460,1,1,0,0.791667,-1.20833,0
1024,1545,1615,1601,0,1,0,0.791667,-1.20833,0
530,1186,1271,1186,6,1,0,0.791667,-1.20833,0
1479,1916,2439,2113,6,1,0,0.791667,-1.20833,0
835,1163,1106,1182,0,1,0,0.791667,-1.20833,0
646,1600,1842,1945,0,1,1,0.791667,-1.20833,0
2904,3438,2710,2710,6,1,0,0.791667,-1.20833,0
930,1576,1579,1461,6,1,0,0.791667,-1.20833,0
1274,1989,2632,2359,1,0,0,0.791667,-1.20833,0
2918,2126,2547,2115,4,1,0,0.791667,-1.20833,0
1536,2291,2517,2234,6,1,0,0.791667,-1.20833,0
2902,2730,2841,3013,5,0,0,1.08333,-0.916667,0
2102,2091,2385,2407,0,0,0,1.08333,-0.916667,0
640,1072,1059,1072,6,1,0,1.08333,-0.916667,0
917,1196,1153,1196,6,1,0,1.08333,-0.916667,0
1274,1872,1783,1959,0,0,0,1.08333,-0.916667,0
1114,2193,1587,2709,5,1,0,1.08333,-0.916667,0
950,950,1301,1007,5,0,0,1.08333,-0.916667,0
832,1058,1058,1171,1,0,0,1.08333,-0.916667,0
1288,2023,2171,2171,6,1,0,1.08333,-0.916667,0
1171,1511,1511,1511,6,1,0,1.08333,-0.916667,0
1381,2260,2260,2204,7,1,0,1.08333,-0.916667,0
1226,1573,1460,1460,6,1,0,1.08333,-0.916667,0
2191,1942,1996,2248,0,0,0,1.08333,-0.916667,0
1789,1846,1925,1846,4,1,0,1.08333,-0.916667,0
991,1048,935,878,0,1,1,1.08333,-0.916667,0
524,1033,977,920,0,1,1,1.08333,-0.916667,0
931,1834,1747,1944,0,1,1,1.33333,-0.666667,0
962,1670,1460,1460,0,0,0,1.33333,-0.666667,0
621,1073,1017,1103,1,1,0,1.33333,-0.666667,0
815,1042,1106,1031,0,1,1,1.33333,-0.666667,0
701,1210,1097,1097,0,1,1,1.33333,-0.666667,0
684,1136,1080,1080,0,1,1,1.33333,-0.666667,0
669,1121,1008,1008,0,0,0,1.33333,-0.666667,0
1590,2112,1766,1703,0,0,0,1.33333,-0.666667,0
2766,2252,2234,2323,6,1,0,1.33333,-0.666667,0
3235,3029,3258,3429,0,0,0,1.33333,-0.666667,0
455,851,851,794,0,1,1,1.33333,-0.666667,0
543,996,996,1109,0,1,1,1.33333,-0.666667,0
1539,2217,3496,4163,0,1,1,1.33333,-0.666667,0
2372,2655,2599,2599,2,1,0,1.33333,-0.666667,0
757,1209,1209,1200,0,1,1,1.33333,-0.666667,0
806,1270,1270,1213,0,1,1,1.33333,-0.666667,0
575,1028,1028,971,0,1,1,1.29167,-0.708333,0
1301,1527,1527,1527,0,0,0,1.29167,-0.708333,0
1098,2247,1324,1268,0,0,0,1.29167,-0.708333,0
535,959,1092,959,2,1,0,1.29167,-0.708333,0
1234,1630,2096,2580,6,1,0,1.29167,-0.708333,0
4718,4546,5155,5847,1,1,0,1.29167,-0.708333,0
1805,2201,2201,2144,7,1,0,1.29167,-0.708333,0
3114,2199,2142,2142,7,1,0,1.29167,-0.708333,0
447,937,937,923,0,1,1,1.29167,-0.708333,0
587,1280,1047,990,0,1,1,1.29167,-0.708333,0
2544,3080,3245,4216,5,1,0,1.29167,-0.708333,0
3964,3515,3978,4058,2,1,0,1.29167,-0.708333,0
813,1274,1161,1104,0,1,0,1.29167,-0.708333,0
900,1391,1133,1140,6,1,0,1.29167,-0.708333,0
3923,4950,4879,5427,5,0,0,1.04167,-0.958333,0
2375,2690,2658,2601,7,0,0,1.04167,-0.958333,0
996,1387,1387,1330,0,1,0,1.04167,-0.958333,0
1289,1597,1458,1572,7,0,0,1.04167,-0.958333,0
1061,1584,1287,1230,0,1,0,1.04167,-0.958333,0
3233,4146,3402,3346,7,1,0,1.04167,-0.958333,0
4388,5809,5099,5112,0,1,0,1.04167,-0.958333,0
549,1274,1251,1235,4,1,0,1.04167,-0.958333,0
903,1462,1618,1626,6,1,0,1.04167,-0.958333,0
1982,2423,3043,3215,6,1,0,1.04167,-0.958333,0
3191,2254,2901,2642,2,1,0,1.04167,-0.958333,0
871,1514,1457,1692,0,1,0,1.04167,-0.958333,0
2076,2303,3001,2767,0,1,0,1.04167,-0.958333,0
793,1302,1189,1132,0,1,0,0.854167,-1.14583,0
475,984,927,871,0,1,1,0.854167,-1.14583,0
432,941,884,828,0,1,1,0.854167,-1.14583,0
1974,1862,2002,2349,0,1,0,0.854167,-1.14583,0
1206,1619,1205,1922,0,0,0,0.854167,-1.14583,0
674,1340,1501,1445,0,1,1,0.854167,-1.14583,0
687,1141,1141,1084,2,0,0,0.854167,-1.14583,0
1077,1931,2638,2582,0,1,1,0.854167,-1.14583,0
629,1582,1978,1676,0,1,1,0.854167,-1.14583,0
2281,2456,2917,2343,0,1,0,0.854167,-1.14583,0
1839,1954,1954,1897,0,1,0,0.854167,-1.14583,0
340,792,792,736,0,1,1,0.854167,-1.14583,0
1235,2172,2328,2769,0,1,0,0.854167,-1.14583,0
1065,1461,1518,1461,0,0,0,0.854167,-1.14583,0
1097,1436,1380,1830,0,0,0,0.666667,-1.33333,0
1244,1753,1670,1640,0,1,0,0.666667,-1.33333,0
433,885,885,829,2,1,0,0.666667,-1.33333,0
586,1095,1038,925,0,1,1,0.666667,-1.33333,0
898,1690,1656,1509,0,1,1,0.666667,-1.33333,0
586,1222,1181,1118,0,1,0,0.666667,-1.33333,0
532,872,985,815,2,1,0,0.666667,-1.33333,0
345,910,854,741,0,1,1,0.666667,-1.33333,0
395,960,847,791,0,1,1,0.666667,-1.33333,0
525,1017,961,848,0,1,1,0.666667,-1.33333,0
555,1064,1008,951,0,1,0,0.666667,-1.33333,0
1859,1891,2031,1974,0,1,1,1.02083,-0.979167,0
2150,2280,2223,2167,0,0,0,1.02083,-0.979167,0
465,892,892,835,0,1,1,1.02083,-0.979167,0
832,1284,1284,1228,0,1,1,1.02083,-0.979167,0
941,1450,1393,1252,7,1,0,1.02083,-0.979167,0
485,1237,1181,1124,0,1,1,1.02083,-0.979167,0
776,1450,1603,1575,0,1,1,1.02083,-0.979167,0
411,1087,1087,1030,0,1,1,1.02083,-0.979167,0
946,1407,1747,1577,0,1,1,1.02083,-0.979167,0
1706,1932,1932,1819,7,0,0,1.02083,-0.979167,0
444,953,1010,840,0,1,0,1.02083,-0.979167,0
1446,1511,1435,1379,0,1,0,1.02083,-0.979167,0
862,1371,1314,1258,0,0,0,0.833333,-1.16667,0
965,1474,1417,1361,0,1,0,0.833333,-1.16667,0
466,862,806,692,0,1,0,0.833333,-1.16667,0
652,1217,1170,997,7,1,0,0.833333,-1.16667,0
367,932,819,706,0,1,1,0.833333,-1.16667,0
676,1241,1185,1072,2,1,0,0.833333,-1.16667,0
795,1360,1247,1191,0,1,1,0.833333,-1.16667,0
764,1160,1104,1047,0,0,0,0.833333,-1.16667,0
527,1036,980,923,0,1,1,0.833333,-1.16667,0
547,1252,1138,1082,0,1,1,0.666667,-1.33333,0
313,1163,1107,994,0,1,1,0.666667,-1.33333,0
830,1378,1265,1209,0,1,1,0.666667,-1.33333,0
446,1580,1486,1588,0,1,1,0.666667,-1.33333,0
471,1603,1223,1186,0,1,1,0.666667,-1.33333,0
373,938,882,767,0,1,1,0.666667,-1.33333,0
570,1320,1207,1496,0,1,1,0.666667,-1.33333,0
430,1052,996,826,0,1,1,0.666667,-1.33333,0
556,1428,1514,1333,0,1,1,0.666667,-1.33333,0
423,1568,1271,1158,0,1,1,0.666667,-1.33333,0
519,1141,1084,971,7,1,0,0.854167,-1.14583,0
836,1458,1288,1232,0,0,0,0.854167,-1.14583,0
1179,2020,1993,1674,0,0,0,0.8,-1.2,0
890,1172,1116,1003,0,1,0,0.8,-1.2,0
1926,1672,2394,1978,0,0,0,0.8,-1.2,0
1341,1767,1511,2047,0,0,0,0.8,-1.2,0
1384,1724,1724,1916,2,0,0,0.953125,-1.04688,0
1648,1705,1762,1818,1,0,0,0.953125,-1.04688,0
2202,2650,2836,2877,0,1,0,0.953125,-1.04688,0
2198,2203,1858,2304,0,1,0,0.953125,-1.04688,0
3041,2182,3042,2945,4,1,0,0.953125,-1.04688,0
6169,2721,2983,3031,0,0,0,2.03125,0.03125,0
2163,2389,3187,2670,0,0,0,2.03125,0.03125,0
935,1304,1190,1134,0,1,0,2.03125,0.03125,0
4520,3537,6169,3935,0,0,0,2.03125,0.03125,0
2357,2640,2583,3147,0,1,0,2.03125,0.03125,0
1195,1783,1478,1670,1,0,0,1.53125,-0.46875,0
1392,1956,1619,1562,4,0,0,1.53125,-0.46875,0
5054,5548,4870,6038,0,0,0,1.53125,-0.46875,0
2333,1969,3210,2729,0,1,0,1.71875,-0.28125,0
4488,4465,4276,3440,6,1,1,1.71875,-0.28125,1
1118,1740,2172,2532,2,1,0,1.88542,-0.114583,0
825,1334,1334,1391,1,0,0,1.88542,-0.114583,0
4723,2639,3691,2978,1,1,1,1.88542,-0.114583,1
1547,1564,1943,1999,7,0,0,1.88542,-0.114583,0
1480,2064,2155,2070,1,0,0,1.88542,-0.114583,0
1147,1571,1600,1683,1,0,0,1.88542,-0.114583,0
5292,2529,2634,2854,0,0,0,1.88542,-0.114583,0
1438,1443,2228,1993,0,0,0,1.88542,-0.114583,0
1646,1844,2269,2099,0,0,0,1.88542,-0.114583,0
974,1446,1446,1446,0,1,0,1.73958,-0.260417,0
901,1362,1362,1305,0,1,0,1.73958,-0.260417,0
6025,3544,5747,3622,0,0,0,1.73958,-0.260417,0
2105,3004,2332,2969,0,1,0,1.73958,-0.260417,0
1749,1763,2410,2233,0,0,0,1.73958,-0.260417,0
1043,1602,1665,1665,0,1,1,1.73958,-0.260417,0
577,1255,1199,1199,0,1,1,1.73958,-0.260417,0
2063,1823,2516,2289,0,0,0,1.73958,-0.260417,0
976,1397,1345,1345,0,1,0,1.61458,-0.385417,0
4491,3545,3469,3488,1,1,0,1.61458,-0.385417,0
2577,3000,2747,2747,0,1,0,1.61458,-0.385417,0
6881,3874,7296,3950,5,1,0,1.61458,-0.385417,0
2724,3063,2894,3120,0,1,0,1.61458,-0.385417,0
615,1237,1180,1180,0,1,1,1.61458,-0.385417,0
549,1228,1115,1171,0,1,1,1.61458,-0.385417,0
1394,1620,1437,1507,1,0,0,1.61458,-0.385417,0
426,1161,992,1275,0,1,1,1.61458,-0.385417,0
533,1348,1405,1245,0,1,1,1.61458,-0.385417,0
901,1636,1466,1466,0,1,1,1.52083,-0.479167,0
888,1585,1415,1585,1,1,0,1.52083,-0.479167,0
7626,3551,8535,3886,0,1,0,1.52083,-0.479167,0
2717,2719,2939,3992,0,0,0,1.52083,-0.479167,0
791,1402,1307,1232,4,1,0,1.52083,-0.479167,0
1923,3238,3094,3877,0,0,0,1.52083,-0.479167,0
835,1344,1149,1149,0,1,0,1.52083,-0.479167,0
318,1053,883,883,0,1,1,1.52083,-0.479167,0
2240,2478,2801,3044,0,0,0,1.52083,-0.479167,0
1507,1903,1846,1846,0,1,0,1.52083,-0.479167,0
601,1260,1083,1034,0,1,0,1.52083,-0.479167,0
654,1478,1174,1233,0,1,0,1.52083,-0.479167,0
1661,2550,2351,2624,0,1,0,1.52083,-0.479167,0
1380,1719,1925,1493,0,1,0,1.52083,-0.479167,0
832,1341,1249,1260,0,1,0,1.09375,-0.90625,0
688,1232,1042,1119,0,1,0,1.09375,-0.90625,0
1472,2003,1834,1890,0,0,0,1.09375,-0.90625,0
1040,1607,1826,1713,0,1,0,1.09375,-0.90625,0
971,1399,1230,1230,0,1,0,1.09375,-0.90625,0
1462,1915,1514,2203,0,0,0,1.09375,-0.90625,0
430,1057,944,1000,0,1,0,1.09375,-0.90625,0
554,1126,956,1104,0,0,0,1.09375,-0.90625,0
1653,1823,2351,1879,0,0,0,1.09375,-0.90625,0
936,1106,1106,1120,1,0,0,1.09375,-0.90625,0
457,1132,1023,1019,1,1,0,1.09375,-0.90625,0
1203,1465,1159,1317,4,1,0,1.59375,-0.40625,1
1508,2060,2318,2061,0,1,0,1.59375,-0.40625,0
1543,1393,1677,1785,1,1,0,1.59375,-0.40625,0
1489,1603,1546,1603,4,0,0,1.59375,-0.40625,0
819,1159,1159,1215,4,0,0,1.59375,-0.40625,0
288,854,854,854,1,1,0,1.59375,-0.40625,0
465,974,917,972,1,1,0,1.59375,-0.40625,0
417,982,982,1042,0,1,1,1.59375,-0.40625,0
528,879,1049,992,0,0,0,1.59375,-0.40625,0
3448,3695,4280,3611,5,1,1,1.59375,-0.40625,1
812,1678,1738,1729,1,0,0,1.59375,-0.40625,0
980,1347,1285,1887,1,1,0,1.59375,-0.40625,0
1087,1582,1364,1763,4,1,0,1.59375,-0.40625,0
501,933,1015,1046,4,1,0,1.59375,-0.40625,0
482,952,1036,1036,0,0,0,1.59375,-0.40625,0
467,941,1001,900,1,0,0,1.59375,-0.40625,0
1087,1266,1266,1323,0,1,0,1.79167,-0.208333,0
1958,2003,2003,2230,0,1,0,1.79167,-0.208333,0
1358,1527,1527,1584,0,1,0,1.79167,-0.208333,0
1446,2154,2098,2154,0,1,0,1.79167,-0.208333,0
908,1226,1226,1283,0,1,1,1.79167,-0.208333,0
707,1255,1159,1216,0,0,0,1.79167,-0.208333,0
934,1541,1698,1606,0,0,0,1.79167,-0.208333,0
3720,3398,3946,3614,0,1,0,1.79167,-0.208333,0
3379,4020,4080,3803,0,1,0,1.79167,-0.208333,0
2061,2513,2513,2739,0,1,1,1.22917,-0.770833,0
2646,3170,3099,3268,4,1,0,1.22917,-0.770833,0
1078,1874,2148,2250,0,1,1,1.22917,-0.770833,0
522,1144,1144,1257,0,1,1,1.22917,-0.770833,0
2932,3388,3474,3619,4,1,0,1.22917,-0.770833,0
3235,3672,3430,3656,5,1,0,1.22917,-0.770833,0
717,1280,1224,1337,0,1,1,1.22917,-0.770833,0
722,1456,1400,1513,0,1,1,1.22917,-0.770833,0
847,1300,1243,1469,0,0,0,1.22917,-0.770833,0
1024,1420,1364,1477,0,1,0,1.22917,-0.770833,0
1104,2472,1652,1929,1,1,1,1.22917,-0.770833,1
2632,2427,2369,2673,0,0,0,1.22917,-0.770833,0
1756,3218,2039,2152,0,1,1,1.22917,-0.770833,1
3035,1469,1377,2081,1,1,0,1.22917,-0.770833,0
2283,2222,2589,2702,6,0,0,1.29167,-0.708333,0
566,1346,1346,1459,2,1,1,1.29167,-0.708333,1
1428,1892,2150,2147,0,0,0,1.29167,-0.708333,0
430,1018,1018,1065,0,1,1,1.29167,-0.708333,0
490,1219,1162,1219,0,1,0,1.29167,-0.708333,0
489,1042,986,1083,0,0,0,1.29167,-0.708333,0
387,956,900,1013,0,1,1,1.29167,-0.708333,0
554,1141,1085,1198,0,1,1,1.29167,-0.708333,0
1885,2351,2232,2334,2,1,0,1.29167,-0.708333,0
432,1090,1033,1146,0,1,1,1.29167,-0.708333,0
932,1368,1221,1334,0,0,0,1.29167,-0.708333,0
2118,2017,2294,2677,0,1,0,1.29167,-0.708333,0
467,1089,1145,1481,0,1,1,1.29167,-0.708333,0
494,1134,1134,1247,0,1,1,1.29167,-0.708333,0
2348,1840,2123,2146,0,0,0,1.29167,-0.708333,0
960,1525,1525,1638,0,1,1,1.29167,-0.708333,0
472,1038,1038,1151,0,1,1,1.22917,-0.770833,0
479,1044,1044,1157,0,1,1,1.22917,-0.770833,0
712,1292,1105,1162,0,1,1,1.22917,-0.770833,0
984,1324,1324,1437,0,1,1,1.22917,-0.770833,0
384,1116,992,1105,0,1,1,1.22917,-0.770833,0
660,1211,1216,1381,0,1,1,1.22917,-0.770833,0
761,1476,1585,1743,0,1,1,1.22917,-0.770833,0
600,1297,1133,1432,0,1,1,1.22917,-0.770833,0
569,1120,1226,1237,0,1,1,1.22917,-0.770833,0
518,1083,1083,1196,0,1,1,1.22917,-0.770833,0
3453,3561,3378,4075,0,0,0,1.22917,-0.770833,0
2255,2311,2826,2481,0,1,0,1.22917,-0.770833,0
458,962,962,1075,0,1,1,1.22917,-0.770833,0
477,1120,1143,1180,0,1,1,1.22917,-0.770833,0
2496,2794,2424,2481,0,1,1,1.22917,-0.770833,0
2559,2716,2672,3241,1,1,0,1.22917,-0.770833,0
389,927,927,1040,0,1,1,0.770833,-1.22917,0
1033,1626,1682,1739,0,1,1,0.770833,-1.22917,0
349,899,955,1068,0,1,1,0.770833,-1.22917,0
522,1081,1138,1277,0,1,1,0.770833,-1.22917,0
999,1588,1923,2298,0,1,1,0.770833,-1.22917,0
1352,2058,2357,2896,0,1,1,0.770833,-1.22917,0
550,1081,1138,1194,0,1,1,0.770833,-1.22917,0
598,1170,1227,1283,0,1,1,0.770833,-1.22917,0
504,1081,1063,1176,0,1,1,0.770833,-1.22917,0
428,1013,1070,1126,0,1,1,0.770833,-1.22917,0
2413,2329,2377,2703,0,1,0,0.770833,-1.22917,0
1799,2028,2141,2311,0,0,0,0.770833,-1.22917,0
581,1137,1137,1250,0,1,1,0.770833,-1.22917,0
405,938,995,1051,0,1,1,0.770833,-1.22917,0
1388,1971,1953,2066,0,1,1,0.770833,-1.22917,0
1169,1734,1734,1847,0,1,1,0.770833,-1.22917,0
1058,1623,1623,1736,0,1,1,0.875,-1.125,0
721,1230,1286,1399,0,1,1,0.875,-1.125,0
448,1013,1013,1126,0,1,1,0.875,-1.125,0
382,948,1004,1117,0,1,1,0.875,-1.125,0
579,1144,1201,1407,0,1,1,0.875,-1.125,0
491,1056,1056,1169,0,1,1,0.875,-1.125,0
418,983,1040,1096,0,1,1,0.875,-1.125,0
441,1006,1006,1119,0,1,1,0.875,-1.125,0
419,984,984,1097,0,1,1,0.875,-1.125,0
405,1027,1027,1140,0,1,1,0.875,-1.125,0
796,1361,1418,1531,0,1,1,0.875,-1.125,0
1206,1935,1771,1884,0,1,1,0.875,-1.125,0
576,1134,1134,1247,0,1,1,0.875,-1.125,0
565,1127,1314,1297,0,1,1,0.875,-1.125,0
440,1096,1257,1266,0,1,1,0.875,-1.125,0
930,1605,1680,1775,0,1,1,0.875,-1.125,0
871,1436,1493,1549,0,1,0,1.16667,-0.833333,0
488,1036,1092,1149,0,0,0,1.16667,-0.833333,0
366,932,988,1101,0,1,1,1.16667,-0.833333,0
493,986,1042,1155,0,1,1,1.16667,-0.833333,0
487,1042,1098,1211,0,1,1,1.16667,-0.833333,0
453,962,1019,1132,0,1,1,1.16667,-0.833333,0
393,972,972,1085,0,1,1,1.16667,-0.833333,0
481,1046,1046,1159,0,1,1,1.16667,-0.833333,0
351,939,939,1052,0,1,1,1.16667,-0.833333,0
455,1019,1019,1132,0,1,1,1.16667,-0.833333,0
842,1555,1612,1725,0,1,1,1.16667,-0.833333,0
1550,1598,1992,2105,0,0,0,1.16667,-0.833333,0
430,999,999,1112,0,1,1,1.16667,-0.833333,0
435,1029,1029,1142,0,1,1,1.16667,-0.833333,0
946,1633,1633,1746,0,1,1,1.16667,-0.833333,0
1071,1584,1584,1697,0,1,1,1.16667,-0.833333,0
396,904,904,1017,0,1,1,1.64583,-0.354167,0
409,918,999,1126,0,1,1,1.64583,-0.354167,0
395,904,960,1073,0,1,1,1.64583,-0.354167,0
393,902,958,1071,0,1,1,1.64583,-0.354167,0
571,1080,1138,1194,0,1,1,1.64583,-0.354167,0
421,817,817,930,0,0,0,1.64583,-0.354167,0
455,964,964,1077,0,1,1,1.64583,-0.354167,0
432,941,941,1054,0,1,1,1.64583,-0.354167,0
561,1070,1126,1239,0,1,1,1.64583,-0.354167,0
339,835,835,948,0,1,1,1.64583,-0.354167,0
1145,1804,1804,1917,0,1,1,1.64583,-0.354167,0
971,1364,1420,1477,0,1,1,1.64583,-0.354167,0
472,1023,1023,1136,0,1,1,1.64583,-0.354167,0
402,909,909,1022,0,1,1,1.64583,-0.354167,0
808,1375,1375,1488,0,1,1,1.64583,-0.354167,0
822,1429,1429,1542,0,1,1,1.64583,-0.354167,0
542,938,995,1051,1,0,0,1.75,-0.25,0
451,990,1006,1136,0,0,0,1.75,-0.25,0
437,946,946,1059,0,1,1,1.75,-0.25,0
599,1108,1108,1221,0,1,1,1.75,-0.25,0
343,919,988,1088,0,0,0,1.75,-0.25,1
780,1232,1383,1402,0,1,1,1.75,-0.25,0
457,966,966,1079,0,1,1,1.75,-0.25,0
462,971,971,1084,0,1,1,1.75,-0.25,0
481,993,993,1106,0,1,1,1.75,-0.25,0
472,1059,1003,1116,0,1,1,1.75,-0.25,0
817,1371,1371,1427,0,1,1,1.75,-0.25,0
788,1454,1398,1511,0,1,1,1.75,-0.25,0
475,1050,994,1107,0,1,1,1.75,-0.25,0
280,859,859,915,0,1,1,1.75,-0.25,0
883,1211,1252,1308,0,1,1,1.75,-0.25,0
1270,1619,1419,1532,0,1,0,1.75,-0.25,0
691,1095,1095,1208,4,1,0,1.72917,-0.270833,0
507,971,967,1084,0,1,1,1.72917,-0.270833,0
408,917,917,1030,0,1,1,1.72917,-0.270833,0
589,1098,1098,1211,0,1,1,1.72917,-0.270833,0
433,973,973,1086,0,1,1,1.72917,-0.270833,0
759,1251,1251,1364,0,1,1,1.72917,-0.270833,0
390,899,899,1012,0,1,1,1.72917,-0.270833,0
477,986,986,1099,0,1,1,1.72917,-0.270833,0
485,994,994,1050,0,1,1,1.72917,-0.270833,0
412,978,921,1034,0,1,1,1.72917,-0.270833,0
739,1206,1206,1319,0,1,1,1.72917,-0.270833,0
426,971,971,1027,0,1,1,1.72917,-0.270833,0
257,823,766,879,0,1,1,1.72917,-0.270833,0
499,1008,1008,1121,0,1,1,1.72917,-0.270833,0
516,1071,1071,1127,0,1,1,1.72917,-0.270833,0
649,1154,1098,1211,0,1,1,1.72917,-0.270833,0
703,1317,1260,1315,0,1,1,1.58333,-0.416667,0
1124,1802,1679,1792,1,0,0,1.58333,-0.416667,0
477,1090,1034,1147,0,1,1,1.58333,-0.416667,0
367,867,867,923,0,1,1,1.58333,-0.416667,0
958,1892,1817,1870,0,1,1,1.58333,-0.416667,0
592,1110,1053,1166,0,1,1,1.58333,-0.416667,0
459,1016,960,1075,0,1,1,1.58333,-0.416667,0
584,1231,1231,1344,0,1,1,1.58333,-0.416667,0
447,1012,899,1012,0,1,1,1.58333,-0.416667,0
613,1183,1126,1183,0,1,1,1.58333,-0.416667,0
573,1072,1016,1072,0,1,1,1.58333,-0.416667,0
397,1029,916,1029,0,1,1,1.58333,-0.416667,0
505,1049,936,1049,0,1,1,1.58333,-0.416667,0
421,939,883,939,0,1,1,1.58333,-0.416667,0
587,1214,1158,1214,0,1,1,1.58333,-0.416667,0
557,1130,1074,1130,0,1,1,1.58333,-0.416667,0
462,1041,1048,1044,0,1,1,0.708333,-1.29167,0
1094,1414,1769,1769,0,1,0,0.708333,-1.29167,0
504,1061,1004,1117,0,1,0,0.708333,-1.29167,0
1111,1793,1737,1793,2,0,0,0.708333,-1.29167,0
2940,1994,2785,2801,0,0,0,0.708333,-1.29167,0
624,1136,1181,1207,0,1,1,0.708333,-1.29167,0
2276,2446,2389,2446,6,0,0,0.708333,-1.29167,0
611,1187,1131,1187,0,1,1,0.708333,-1.29167,0
522,1138,1082,1138,0,1,1,0.708333,-1.29167,0
550,1122,1066,1122,0,1,1,0.708333,-1.29167,0
424,1063,1006,1063,0,1,1,0.708333,-1.29167,0
787,1553,1687,2042,0,1,1,0.708333,-1.29167,0
895,1424,1368,1424,0,1,0,0.708333,-1.29167,0
379,938,882,938,0,1,1,0.708333,-1.29167,0
532,1246,1190,1246,0,1,1,0.708333,-1.29167,0
1907,4310,2416,2529,2,0,0,1.04167,-0.958333,1
2786,2195,2379,2422,0,0,0,1.04167,-0.958333,0
1583,2135,2285,2205,0,1,1,1.04167,-0.958333,0
1335,2170,1509,2335,0,1,1,1.04167,-0.958333,0
1298,1807,1863,1920,4,1,0,1.04167,-0.958333,0
1999,2282,2287,2378,4,1,0,1.04167,-0.958333,0
1273,1962,1939,1843,0,1,1,1.04167,-0.958333,0
1672,2016,2016,2129,0,1,0,1.04167,-0.958333,0
825,1164,1390,1277,0,0,0,1.04167,-0.958333,0
706,1039,1115,1281,2,1,0,1.04167,-0.958333,0
2057,2392,2340,2566,7,0,0,1.04167,-0.958333,0
2840,2450,2645,2873,0,1,0,1.04167,-0.958333,0
1006,1111,1167,1224,4,0,0,1.04167,-0.958333,0
736,1154,1097,1210,2,1,0,1.04167,-0.958333,0
1463,2356,3172,3112,0,1,1,1.04167,-0.958333,0
1061,1754,2368,2862,0,1,1,1.04167,-0.958333,0
2275,2299,2388,2445,6,0,0,1.34375,-0.65625,0
4366,5175,5568,7227,0,1,1,1.34375,-0.65625,1
1355,1538,1481,1538,0,1,0,1.34375,-0.65625,0
2567,2491,2905,3874,0,1,0,1.34375,-0.65625,0
4876,5544,5833,5046,2,0,0,1.34375,-0.65625,0
2746,2865,2859,3541,6,1,0,1.34375,-0.65625,0
1801,1940,2682,2200,6,1,0,1.34375,-0.65625,0
720,1285,1285,1398,6,1,1,1.34375,-0.65625,1
868,1264,1264,1264,0,0,0,1.34375,-0.65625,0
930,1578,1526,1495,0,1,0,1.34375,-0.65625,0
1151,2056,1788,1737,0,1,0,1.34375,-0.65625,0
1007,1907,2105,2228,0,1,0,1.34375,-0.65625,0
480,990,934,990,4,1,0,1.34375,-0.65625,0
1284,1397,1456,1463,6,1,0,1.34375,-0.65625,0
1852,1831,1561,1774,5,1,0,1.34375,-0.65625,0
1059,1624,1624,1794,0,1,0,1.34375,-0.65625,0
3479,3301,2748,2804,0,0,0,1.5,-0.5,0
2048,2203,2217,2387,0,0,0,1.5,-0.5,0
643,1422,1541,1541,4,1,0,1.5,-0.5,0
1031,1380,1530,1491,0,1,0,1.5,-0.5,0
